transaction_id,customer_id,transaction_time,transaction_amount,transaction_type,merchant_category,device_type,location,customer_age,customer_income,days_since_last_transaction,new_device_flag,new_location_flag,account_age_days,is_international,is_fraud
478,C0042,2025-09-09 02:56:25.429809,517.5,atm,groceries,atm,Seoul,68,3820000,17,1,1,3665,0,0
479,C0042,2025-09-09 12:43:25.429809,4736.74,transfer,groceries,unknown,Seoul,68,3820000,4,1,1,3665,0,0
480,C0042,2025-09-10 03:13:25.429809,987.98,transfer,travel,atm,Jeju,68,3820000,1,0,1,3665,0,0
481,C0042,2025-09-10 08:22:25.429809,364.19,online,fashion,unknown,Busan,68,3820000,5,0,0,3665,0,0
482,C0042,2025-09-10 21:33:25.429809,187.84,online,electronics,desktop,Ulsan,68,3820000,14,0,1,3665,0,0
483,C0042,2025-09-11 04:30:25.429809,111.59,atm,others,mobile,Daegu,68,3820000,21,0,1,3665,0,0
484,C0042,2025-09-11 10:04:25.429809,474.74,online,others,mobile,Daejeon,68,3820000,9,0,1,3665,0,0
485,C0042,2025-09-12 08:59:25.429809,220.28,pos,electronics,desktop,Ulsan,68,3820000,5,0,1,3665,0,0
486,C0042,2025-09-12 22:39:25.429809,129.31,pos,electronics,mobile,Jeju,68,3820000,4,0,1,3665,0,0
487,C0042,2025-09-13 04:11:25.429809,240.51,atm,electronics,atm,Seoul,68,3820000,20,0,1,3665,0,0
488,C0042,2025-09-13 08:00:25.429809,169.82,pos,travel,desktop,Gwangju,68,3820000,25,0,1,3665,0,0
489,C0042,2025-09-13 23:08:25.429809,1555.75,pos,electronics,unknown,Gwangju,68,3820000,8,0,1,3665,0,0
490,C0042,2025-09-14 14:14:25.429809,816.73,transfer,entertainment,unknown,Daegu,68,3820000,17,0,1,3665,0,0
491,C0042,2025-09-14 23:47:25.429809,400.86,pos,electronics,desktop,Jeju,68,3820000,8,0,1,3665,0,0
492,C0042,2025-09-15 21:43:25.429809,1318.11,atm,others,desktop,Seoul,68,3820000,11,0,1,3665,0,0
493,C0042,2025-09-16 00:02:25.429809,429.19,atm,groceries,unknown,Incheon,68,3820000,10,0,1,3665,0,0
494,C0043,2025-09-02 06:46:25.430098,202.55,online,electronics,desktop,Incheon,60,5050000,6,0,1,726,0,0
495,C0043,2025-09-02 08:01:25.430098,1364.44,atm,others,unknown,Daejeon,60,5050000,7,0,1,726,0,0
496,C0043,2025-09-02 15:18:25.430098,620.87,atm,electronics,unknown,Seoul,60,5050000,23,0,1,726,0,0
497,C0043,2025-09-03 04:03:25.430098,175.95,online,entertainment,atm,Seoul,60,5050000,26,0,1,726,0,0
498,C0043,2025-09-03 21:56:25.430098,346.45,online,electronics,desktop,Ulsan,60,5050000,16,0,1,726,0,0
499,C0043,2025-09-04 04:12:25.430098,200.24,atm,others,mobile,Gwangju,60,5050000,22,0,1,726,0,0
500,C0043,2025-09-04 10:03:25.430098,133.45,pos,entertainment,unknown,Gwangju,60,5050000,17,0,1,726,0,0
501,C0043,2025-09-04 22:14:25.430098,846.36,transfer,entertainment,atm,Gwangju,60,5050000,20,0,1,726,0,0
502,C0044,2025-08-27 02:54:25.430210,1858.52,pos,travel,atm,Gwangju,43,9800000,14,0,1,2309,0,1
503,C0044,2025-08-27 04:14:25.430210,131.78,transfer,entertainment,mobile,Incheon,43,9800000,9,1,0,2309,0,0
504,C0044,2025-08-27 11:43:25.430210,632.94,transfer,electronics,atm,Incheon,43,9800000,14,0,0,2309,0,0
505,C0044,2025-08-28 00:24:25.430210,239.72,pos,groceries,atm,Daejeon,43,9800000,12,0,1,2309,0,0
506,C0044,2025-08-28 03:12:25.430210,273.23,transfer,travel,desktop,Jeju,43,9800000,22,0,1,2309,0,0
507,C0044,2025-08-28 06:37:25.430210,251.16,transfer,electronics,unknown,Busan,43,9800000,29,0,1,2309,0,0
508,C0044,2025-08-28 21:36:25.430210,202.11,atm,electronics,desktop,Seoul,43,9800000,20,0,1,2309,0,0
509,C0044,2025-08-28 23:10:25.430210,419.4,transfer,entertainment,desktop,Gwangju,43,9800000,7,0,1,2309,0,0
510,C0044,2025-08-29 12:44:25.430210,207.52,atm,entertainment,mobile,Daegu,43,9800000,25,0,1,2309,0,0
511,C0044,2025-08-29 15:43:25.430210,500.88,atm,entertainment,mobile,Ulsan,43,9800000,12,0,1,2309,0,0
512,C0044,2025-08-29 20:20:25.430210,387.54,pos,travel,desktop,Jeju,43,9800000,18,0,1,2309,0,0
513,C0044,2025-08-30 14:23:25.430210,333.23,pos,groceries,mobile,Daejeon,43,9800000,10,0,1,2309,0,0
514,C0045,2025-08-13 22:24:25.430377,195.19,atm,fashion,atm,Daegu,69,7430000,19,0,1,2553,0,0
515,C0045,2025-08-14 04:20:25.430377,254.32,transfer,entertainment,unknown,Incheon,69,7430000,29,0,1,2553,0,0
516,C0045,2025-08-14 17:15:25.430377,738.27,pos,others,mobile,Busan,69,7430000,7,0,1,2553,0,0
517,C0045,2025-08-15 03:14:25.430377,602.29,online,fashion,mobile,Daejeon,69,7430000,0,0,1,2553,0,0
518,C0045,2025-08-15 10:37:25.430377,184.56,pos,entertainment,atm,Jeju,69,7430000,4,0,1,2553,0,0
519,C0045,2025-08-15 23:38:25.430377,436.8,online,fashion,desktop,Seoul,69,7430000,25,0,0,2553,0,0
520,C0045,2025-08-16 15:40:25.430377,735.91,online,electronics,unknown,Daejeon,69,7430000,29,0,1,2553,0,0
521,C0045,2025-08-16 16:29:25.430377,106.11,transfer,others,unknown,Daegu,69,7430000,16,0,1,2553,0,0
522,C0046,2025-09-06 04:39:25.430496,623.09,online,groceries,desktop,Jeju,40,7000000,22,1,1,558,0,0
523,C0046,2025-09-06 22:53:25.430496,237.44,transfer,fashion,unknown,Ulsan,40,7000000,0,0,1,558,0,0
524,C0046,2025-09-07 20:23:25.430496,636.81,transfer,groceries,atm,Seoul,40,7000000,28,0,0,558,0,0
525,C0046,2025-09-07 21:33:25.430496,219.07,transfer,groceries,desktop,Gwangju,40,7000000,21,0,1,558,0,0
526,C0046,2025-09-08 15:29:25.430496,95.21,pos,travel,desktop,Incheon,40,7000000,9,0,1,558,0,0
527,C0046,2025-09-09 10:09:25.430496,109.72,pos,groceries,desktop,Daegu,40,7000000,9,0,1,558,0,0
528,C0046,2025-09-09 14:55:25.430496,419.25,atm,groceries,desktop,Gwangju,40,7000000,17,0,1,558,0,0
529,C0046,2025-09-10 01:55:25.430496,496.6,pos,others,mobile,Gwangju,40,7000000,13,0,1,558,0,0
530,C0046,2025-09-10 23:49:25.430496,195.69,transfer,groceries,desktop,Busan,40,7000000,0,0,1,558,0,0
531,C0046,2025-09-11 09:05:25.430496,672.41,pos,entertainment,desktop,Daegu,40,7000000,11,1,1,558,0,0
532,C0046,2025-09-11 13:49:25.430496,106.78,atm,others,atm,Incheon,40,7000000,15,0,1,558,0,0
533,C0046,2025-09-11 21:42:25.430496,382.66,online,travel,mobile,Daejeon,40,7000000,7,0,1,558,0,0
534,C0046,2025-09-12 04:50:25.430496,153.11,online,groceries,unknown,Jeju,40,7000000,27,0,1,558,0,0
535,C0046,2025-09-12 18:49:25.430496,239.49,online,entertainment,unknown,Gwangju,40,7000000,30,0,1,558,0,0
536,C0046,2025-09-13 12:54:25.430496,419.02,online,entertainment,mobile,Jeju,40,7000000,28,1,1,558,0,0
537,C0047,2025-11-02 03:19:25.430697,202.69,atm,entertainment,mobile,Daegu,43,5140000,12,0,0,337,0,0
538,C0047,2025-11-02 13:14:25.430697,296.59,atm,groceries,unknown,Daejeon,43,5140000,1,0,1,337,0,0
539,C0047,2025-11-03 05:13:25.430697,902.38,atm,electronics,mobile,Incheon,43,5140000,30,0,1,337,0,0
540,C0047,2025-11-03 18:48:25.430697,254.29,atm,fashion,unknown,Seoul,43,5140000,18,0,1,337,0,0
541,C0047,2025-11-04 10:29:25.430697,787.26,online,fashion,atm,Incheon,43,5140000,3,1,1,337,0,0
542,C0047,2025-11-05 08:17:25.430697,163.41,transfer,electronics,unknown,Incheon,43,5140000,12,1,1,337,0,0
543,C0047,2025-11-05 19:53:25.430697,616.37,pos,groceries,desktop,Incheon,43,5140000,1,0,1,337,0,0
544,C0047,2025-11-06 11:16:25.430697,1278.26,transfer,others,desktop,Busan,43,5140000,30,0,1,337,0,0
545,C0047,2025-11-06 20:04:25.430697,55.85,online,travel,unknown,Jeju,43,5140000,0,0,1,337,0,0
546,C0047,2025-11-07 03:38:25.430697,213.25,atm,travel,unknown,Jeju,43,5140000,19,1,1,337,0,0
547,C0047,2025-11-07 13:17:25.430697,640.12,pos,electronics,desktop,Incheon,43,5140000,11,1,1,337,0,0
548,C0047,2025-11-08 12:13:25.430697,342.94,transfer,fashion,mobile,Seoul,43,5140000,5,0,1,337,0,0
549,C0047,2025-11-09 10:56:25.430697,542.9,pos,travel,atm,Seoul,43,5140000,9,0,1,337,0,0
550,C0047,2025-11-09 13:24:25.430697,248.84,atm,entertainment,mobile,Daejeon,43,5140000,3,0,1,337,0,0
551,C0047,2025-11-10 07:33:25.430697,432.37,atm,entertainment,desktop,Daegu,43,5140000,3,0,0,337,0,0
552,C0047,2025-11-11 01:46:25.430697,356.19,online,travel,atm,Ulsan,43,5140000,10,0,1,337,0,0
553,C0047,2025-11-11 23:12:25.430697,1026.82,transfer,groceries,unknown,Jeju,43,5140000,5,0,1,337,0,0
554,C0048,2025-10-13 08:20:25.430936,494.49,online,electronics,unknown,Busan,35,7800000,6,0,0,450,0,0
555,C0048,2025-10-13 22:37:25.430936,528.52,online,fashion,atm,Daegu,35,7800000,6,0,1,450,1,0
556,C0048,2025-10-14 01:05:25.430936,290.18,transfer,fashion,atm,Seoul,35,7800000,10,0,1,450,0,0
557,C0048,2025-10-14 22:16:25.430936,273.12,online,groceries,desktop,Gwangju,35,7800000,29,0,1,450,0,0
558,C0048,2025-10-14 23:38:25.430936,285.42,pos,travel,desktop,Jeju,35,7800000,17,0,1,450,0,0
559,C0048,2025-10-15 13:55:25.430936,553.11,online,entertainment,atm,Gwangju,35,7800000,0,0,1,450,0,0
560,C0048,2025-10-16 02:09:25.430936,288.07,online,groceries,atm,Seoul,35,7800000,12,0,1,450,0,0
561,C0048,2025-10-16 21:48:25.430936,508.68,atm,groceries,mobile,Daejeon,35,7800000,10,0,1,450,0,0
562,C0048,2025-10-17 00:55:25.430936,2122.44,atm,groceries,atm,Jeju,35,7800000,9,0,1,450,0,0
563,C0048,2025-10-17 04:54:25.430936,809.89,transfer,electronics,desktop,Busan,35,7800000,0,0,0,450,0,0
564,C0048,2025-10-17 10:19:25.430936,310.81,pos,fashion,unknown,Daejeon,35,7800000,4,0,1,450,0,0
565,C0048,2025-10-18 04:06:25.430936,1054.66,pos,groceries,mobile,Jeju,35,7800000,27,0,1,450,0,1
566,C0048,2025-10-18 05:46:25.430936,291.06,online,fashion,unknown,Seoul,35,7800000,24,0,1,450,0,0
567,C0048,2025-10-19 01:38:25.430936,79.0,transfer,others,desktop,Gwangju,35,7800000,9,0,1,450,0,0
568,C0049,2025-08-13 12:17:25.431145,180.1,transfer,groceries,desktop,Daejeon,66,6970000,30,0,1,3215,0,0
569,C0049,2025-08-13 19:30:25.431145,90.32,transfer,entertainment,atm,Daejeon,66,6970000,22,0,1,3215,0,0
570,C0049,2025-08-14 01:30:25.431145,304.54,online,fashion,atm,Jeju,66,6970000,0,0,1,3215,0,0
571,C0049,2025-08-14 05:16:25.431145,409.42,atm,electronics,mobile,Ulsan,66,6970000,22,0,1,3215,0,0
572,C0049,2025-08-15 04:59:25.431145,1542.48,atm,entertainment,atm,Daejeon,66,6970000,6,0,1,3215,0,0
573,C0049,2025-08-15 23:21:25.431145,524.03,online,travel,desktop,Busan,66,6970000,29,0,0,3215,0,0
574,C0049,2025-08-16 10:06:25.431145,338.57,atm,travel,desktop,Daegu,66,6970000,28,0,1,3215,0,0
575,C0049,2025-08-16 23:38:25.431145,783.31,pos,others,atm,Gwangju,66,6970000,0,1,1,3215,0,0
576,C0049,2025-08-17 16:08:25.431145,68.79,atm,groceries,atm,Gwangju,66,6970000,4,0,1,3215,0,0
577,C0049,2025-08-17 19:57:25.431145,487.11,transfer,entertainment,mobile,Daejeon,66,6970000,12,0,1,3215,0,0
578,C0049,2025-08-18 04:26:25.431145,747.47,pos,travel,unknown,Busan,66,6970000,26,0,0,3215,0,0
579,C0049,2025-08-18 19:27:25.431145,123.61,transfer,entertainment,desktop,Incheon,66,6970000,2,0,1,3215,0,0
580,C0049,2025-08-19 12:13:25.431145,1007.27,online,entertainment,unknown,Gwangju,66,6970000,26,0,1,3215,0,0
581,C0049,2025-08-20 02:14:25.431145,528.9,online,entertainment,mobile,Ulsan,66,6970000,20,0,1,3215,0,0
582,C0049,2025-08-20 07:08:25.431145,289.39,online,groceries,desktop,Jeju,66,6970000,12,0,1,3215,0,0
583,C0049,2025-08-20 14:19:25.431145,669.3,transfer,fashion,atm,Ulsan,66,6970000,29,0,1,3215,0,0
584,C0049,2025-08-20 14:45:25.431145,2481.34,atm,groceries,atm,Seoul,66,6970000,17,0,1,3215,0,1
585,C0049,2025-08-21 10:01:25.431145,466.61,transfer,electronics,atm,Seoul,66,6970000,22,0,1,3215,0,0
586,C0049,2025-08-21 23:14:25.431145,492.05,atm,travel,unknown,Daegu,66,6970000,15,0,1,3215,0,0
587,C0050,2025-09-14 13:32:25.431405,279.36,transfer,others,desktop,Incheon,54,9840000,20,1,0,625,1,0
588,C0050,2025-09-15 06:18:25.431405,204.41,atm,groceries,mobile,Incheon,54,9840000,13,0,0,625,0,0
589,C0050,2025-09-16 06:12:25.431405,783.89,atm,entertainment,desktop,Jeju,54,9840000,17,0,1,625,0,0
590,C0050,2025-09-16 14:04:25.431405,203.39,pos,travel,mobile,Jeju,54,9840000,7,0,1,625,0,0
591,C0050,2025-09-17 08:52:25.431405,427.2,transfer,electronics,mobile,Jeju,54,9840000,3,0,1,625,0,0
592,C0050,2025-09-17 11:45:25.431405,275.3,pos,others,atm,Jeju,54,9840000,16,0,1,625,0,0
593,C0050,2025-09-18 04:02:25.431405,591.81,online,others,atm,Seoul,54,9840000,17,0,1,625,0,0
594,C0050,2025-09-18 21:41:25.431405,526.86,atm,entertainment,atm,Ulsan,54,9840000,25,0,1,625,0,0
595,C0050,2025-09-19 21:34:25.431405,925.22,transfer,others,atm,Seoul,54,9840000,18,0,1,625,0,0
596,C0050,2025-09-20 07:41:25.431405,268.27,online,fashion,unknown,Busan,54,9840000,2,0,1,625,0,0
597,C0050,2025-09-20 12:22:25.431405,325.09,transfer,fashion,atm,Seoul,54,9840000,19,0,1,625,0,0
598,C0050,2025-09-20 17:41:25.431405,184.38,atm,fashion,desktop,Daejeon,54,9840000,7,0,1,625,0,0
599,C0050,2025-09-20 18:58:25.431405,282.75,transfer,electronics,desktop,Incheon,54,9840000,24,0,0,625,0,0
600,C0050,2025-09-21 03:15:25.431405,545.58,atm,others,desktop,Daegu,54,9840000,26,0,1,625,0,0
601,C0050,2025-09-21 07:22:25.431405,739.22,online,groceries,unknown,Ulsan,54,9840000,15,0,1,625,0,0
602,C0050,2025-09-22 01:42:25.431405,192.92,pos,travel,unknown,Jeju,54,9840000,16,0,1,625,0,1
603,C0051,2025-09-20 07:26:25.431661,808.91,transfer,entertainment,mobile,Busan,62,6860000,20,0,1,1185,0,0
604,C0051,2025-09-21 04:26:25.431661,1193.34,transfer,fashion,atm,Daejeon,62,6860000,8,0,1,1185,0,0
605,C0051,2025-09-22 03:38:25.431661,561.58,pos,others,desktop,Gwangju,62,6860000,5,0,1,1185,0,1
606,C0051,2025-09-22 04:05:25.431661,1810.64,online,electronics,unknown,Busan,62,6860000,21,0,1,1185,0,0
607,C0051,2025-09-22 13:55:25.431661,217.23,transfer,groceries,mobile,Seoul,62,6860000,1,0,1,1185,0,0
608,C0051,2025-09-22 21:29:25.431661,149.05,online,others,mobile,Busan,62,6860000,4,0,1,1185,0,0
609,C0051,2025-09-23 19:45:25.431661,97.22,pos,electronics,desktop,Daejeon,62,6860000,21,0,1,1185,0,0
610,C0051,2025-09-24 05:21:25.431661,1335.2,atm,others,atm,Daejeon,62,6860000,2,0,1,1185,0,0
611,C0051,2025-09-24 18:46:25.431661,680.95,transfer,electronics,atm,Daejeon,62,6860000,2,0,1,1185,0,0
612,C0051,2025-09-25 15:45:25.431661,385.88,atm,groceries,unknown,Busan,62,6860000,24,0,1,1185,0,0
613,C0051,2025-09-25 19:32:25.431661,504.71,atm,others,atm,Busan,62,6860000,2,0,1,1185,0,0
614,C0051,2025-09-26 10:55:25.431661,163.96,online,travel,desktop,Seoul,62,6860000,21,0,1,1185,0,0
615,C0051,2025-09-26 22:20:25.431661,2854.36,atm,entertainment,mobile,Jeju,62,6860000,12,0,1,1185,0,0
616,C0051,2025-09-27 00:53:25.431661,447.37,pos,electronics,unknown,Jeju,62,6860000,17,0,1,1185,0,0
617,C0051,2025-09-28 00:19:25.431661,440.33,transfer,travel,mobile,Busan,62,6860000,27,0,1,1185,0,0
618,C0051,2025-09-28 16:10:25.431661,720.98,transfer,others,desktop,Incheon,62,6860000,30,0,0,1185,0,0
619,C0051,2025-09-29 16:05:25.431661,592.77,atm,electronics,atm,Jeju,62,6860000,20,0,1,1185,0,0
620,C0051,2025-09-29 17:28:25.431661,482.56,pos,electronics,desktop,Jeju,62,6860000,25,0,1,1185,0,0
621,C0051,2025-09-30 11:51:25.431661,214.35,atm,electronics,mobile,Gwangju,62,6860000,25,0,1,1185,0,0
622,C0052,2025-08-16 07:03:25.431921,588.26,atm,others,desktop,Daegu,53,8210000,1,0,1,967,0,0
623,C0052,2025-08-16 07:52:25.431921,1818.23,atm,entertainment,mobile,Daegu,53,8210000,4,1,1,967,0,0
624,C0052,2025-08-16 18:31:25.431921,1183.62,online,travel,desktop,Busan,53,8210000,3,0,1,967,0,0
625,C0052,2025-08-17 15:41:25.431921,1443.1,pos,electronics,desktop,Ulsan,53,8210000,26,0,0,967,0,0
626,C0052,2025-08-18 02:55:25.431921,268.01,online,others,desktop,Gwangju,53,8210000,25,0,1,967,0,1
627,C0052,2025-08-18 09:00:25.431921,182.79,transfer,electronics,mobile,Daejeon,53,8210000,13,0,1,967,0,0
628,C0052,2025-08-18 14:47:25.431921,364.81,atm,groceries,mobile,Incheon,53,8210000,27,0,1,967,0,0
629,C0052,2025-08-18 20:20:25.431921,421.82,online,travel,mobile,Seoul,53,8210000,29,1,1,967,1,0
630,C0052,2025-08-19 06:11:25.431921,968.12,atm,others,unknown,Incheon,53,8210000,20,0,1,967,0,0
631,C0052,2025-08-19 14:30:25.431921,104.17,pos,entertainment,mobile,Incheon,53,8210000,19,0,1,967,0,0
632,C0052,2025-08-20 00:56:25.431921,1371.47,transfer,travel,mobile,Daegu,53,8210000,16,0,1,967,0,0
633,C0053,2025-09-09 05:39:25.432153,355.52,pos,fashion,mobile,Daegu,54,9730000,4,0,0,3020,0,0
634,C0053,2025-09-09 22:00:25.432153,286.72,atm,groceries,desktop,Seoul,54,9730000,11,0,1,3020,0,0
635,C0053,2025-09-10 09:34:25.432153,179.53,atm,electronics,mobile,Seoul,54,9730000,5,0,1,3020,0,1
636,C0053,2025-09-11 03:18:25.432153,107.35,online,electronics,desktop,Jeju,54,9730000,10,0,1,3020,0,0
637,C0053,2025-09-11 14:35:25.432153,779.41,pos,electronics,atm,Daegu,54,9730000,23,0,0,3020,0,0
638,C0053,2025-09-11 22:16:25.432153,427.8,online,travel,unknown,Seoul,54,9730000,4,0,1,3020,0,0
639,C0053,2025-09-12 04:30:25.432153,143.74,atm,fashion,desktop,Jeju,54,9730000,20,0,1,3020,0,0
640,C0053,2025-09-12 16:07:25.432153,143.16,pos,electronics,mobile,Daejeon,54,9730000,27,0,1,3020,0,0
641,C0053,2025-09-13 04:00:25.432153,308.39,pos,fashion,desktop,Incheon,54,9730000,17,0,1,3020,0,0
642,C0053,2025-09-13 21:58:25.432153,1533.36,atm,groceries,unknown,Jeju,54,9730000,23,0,1,3020,0,0
643,C0053,2025-09-14 06:35:25.432153,327.77,transfer,travel,desktop,Incheon,54,9730000,28,1,1,3020,0,0
644,C0053,2025-09-14 08:07:25.432153,121.21,atm,others,mobile,Ulsan,54,9730000,15,0,1,3020,0,0
645,C0054,2025-09-11 01:11:25.432355,331.43,pos,electronics,mobile,Ulsan,39,6080000,4,0,1,1894,0,0
646,C0054,2025-09-11 04:26:25.432355,324.35,online,travel,atm,Incheon,39,6080000,27,0,1,1894,0,0
647,C0054,2025-09-11 20:07:25.432355,46.64,atm,groceries,unknown,Incheon,39,6080000,11,0,1,1894,0,0
648,C0054,2025-09-11 20:19:25.432355,386.28,online,travel,atm,Seoul,39,6080000,24,0,1,1894,0,0
649,C0054,2025-09-12 14:59:25.432355,335.38,pos,others,mobile,Gwangju,39,6080000,1,0,0,1894,0,0
650,C0054,2025-09-13 03:34:25.432355,704.13,online,electronics,unknown,Gwangju,39,6080000,1,0,0,1894,0,0
651,C0054,2025-09-13 22:48:25.432355,1770.76,online,entertainment,desktop,Incheon,39,6080000,7,0,1,1894,0,0
652,C0054,2025-09-14 18:46:25.432355,993.52,pos,others,desktop,Gwangju,39,6080000,8,0,0,1894,0,0
653,C0055,2025-10-29 21:00:25.432509,325.35,transfer,travel,unknown,Busan,53,6620000,17,0,0,1115,0,0
654,C0055,2025-10-30 07:08:25.432509,166.46,atm,entertainment,atm,Busan,53,6620000,28,0,0,1115,0,0
655,C0055,2025-10-30 13:24:25.432509,3161.14,transfer,electronics,mobile,Incheon,53,6620000,22,0,1,1115,0,0
656,C0055,2025-10-30 20:32:25.432509,423.0,online,fashion,unknown,Incheon,53,6620000,13,0,1,1115,0,0
657,C0055,2025-10-31 06:39:25.432509,407.95,pos,electronics,mobile,Daegu,53,6620000,16,0,1,1115,0,0
658,C0055,2025-10-31 18:31:25.432509,395.72,transfer,travel,unknown,Jeju,53,6620000,4,0,1,1115,0,0
659,C0056,2025-10-09 00:48:25.432633,472.7,transfer,fashion,mobile,Incheon,34,2650000,14,0,1,186,0,0
660,C0056,2025-10-09 06:27:25.432633,359.43,transfer,groceries,desktop,Incheon,34,2650000,3,1,1,186,0,0
661,C0056,2025-10-09 10:56:25.432633,254.95,atm,fashion,atm,Incheon,34,2650000,22,1,1,186,0,0
662,C0056,2025-10-09 22:50:25.432633,260.48,pos,fashion,unknown,Incheon,34,2650000,3,0,1,186,0,0
663,C0056,2025-10-10 16:02:25.432633,393.0,pos,travel,atm,Incheon,34,2650000,23,0,1,186,1,0
664,C0056,2025-10-11 14:17:25.432633,261.19,transfer,travel,atm,Incheon,34,2650000,23,0,1,186,0,0
665,C0056,2025-10-12 13:58:25.432633,228.09,online,others,unknown,Seoul,34,2650000,17,0,1,186,0,1
666,C0056,2025-10-13 11:12:25.432633,439.28,pos,travel,atm,Busan,34,2650000,19,0,1,186,0,0
667,C0056,2025-10-13 18:56:25.432633,328.99,transfer,groceries,mobile,Busan,34,2650000,14,0,1,186,0,0
668,C0056,2025-10-14 12:34:25.432633,1343.72,atm,groceries,unknown,Gwangju,34,2650000,16,0,0,186,0,0
669,C0056,2025-10-15 01:03:25.432633,48.39,atm,groceries,unknown,Gwangju,34,2650000,0,0,0,186,0,0
670,C0056,2025-10-15 16:25:25.432633,966.04,online,groceries,unknown,Ulsan,34,2650000,9,0,1,186,0,0
671,C0056,2025-10-16 07:03:25.432633,1093.2,atm,groceries,mobile,Incheon,34,2650000,15,0,1,186,0,0
672,C0057,2025-10-30 04:26:25.432900,76.81,atm,electronics,mobile,Ulsan,57,7670000,8,0,1,2510,0,0
673,C0057,2025-10-30 23:59:25.432900,306.69,pos,groceries,desktop,Ulsan,57,7670000,15,1,1,2510,0,0
674,C0057,2025-10-31 20:07:25.432900,299.72,transfer,travel,unknown,Daegu,57,7670000,0,0,0,2510,1,0
675,C0057,2025-11-01 18:08:25.432900,130.84,atm,electronics,atm,Ulsan,57,7670000,29,0,1,2510,0,0
676,C0057,2025-11-01 22:22:25.432900,216.53,transfer,travel,mobile,Gwangju,57,7670000,18,0,1,2510,0,0
677,C0057,2025-11-02 21:56:25.432900,165.93,atm,others,mobile,Gwangju,57,7670000,18,1,1,2510,0,0
678,C0057,2025-11-03 17:57:25.432900,1638.96,online,groceries,atm,Jeju,57,7670000,4,0,1,2510,0,0
679,C0057,2025-11-04 06:26:25.432900,852.82,atm,others,atm,Seoul,57,7670000,16,0,1,2510,0,0
680,C0057,2025-11-04 13:12:25.432900,1115.71,pos,electronics,desktop,Gwangju,57,7670000,26,0,1,2510,0,0
681,C0057,2025-11-04 22:37:25.432900,718.62,transfer,electronics,atm,Incheon,57,7670000,16,0,1,2510,1,0
682,C0057,2025-11-05 12:50:25.432900,163.49,transfer,groceries,mobile,Daegu,57,7670000,7,0,0,2510,0,0
683,C0057,2025-11-06 08:04:25.432900,265.17,online,travel,unknown,Busan,57,7670000,4,0,1,2510,0,0
684,C0057,2025-11-06 18:52:25.432900,596.75,transfer,groceries,unknown,Gwangju,57,7670000,9,1,1,2510,0,0
685,C0057,2025-11-07 02:37:25.432900,151.76,pos,others,desktop,Daegu,57,7670000,6,0,0,2510,0,0
686,C0057,2025-11-08 02:21:25.432900,713.65,online,electronics,mobile,Jeju,57,7670000,1,0,1,2510,0,1
687,C0058,2025-09-07 12:20:25.433113,332.87,transfer,electronics,mobile,Daejeon,34,2070000,24,1,1,2999,0,0
688,C0058,2025-09-08 09:02:25.433113,298.91,pos,entertainment,desktop,Incheon,34,2070000,0,1,1,2999,0,0
689,C0058,2025-09-08 18:40:25.433113,712.49,transfer,fashion,desktop,Daegu,34,2070000,2,1,1,2999,0,0
690,C0058,2025-09-08 19:18:25.433113,575.6,pos,others,desktop,Daejeon,34,2070000,24,0,1,2999,0,0
691,C0058,2025-09-08 22:50:25.433113,302.24,pos,entertainment,unknown,Gwangju,34,2070000,5,0,1,2999,0,0
692,C0058,2025-09-09 05:10:25.433113,1019.9,transfer,travel,unknown,Daegu,34,2070000,13,0,1,2999,0,0
693,C0059,2025-09-08 12:02:25.433192,169.89,pos,travel,atm,Daejeon,60,2600000,1,1,1,376,0,0
694,C0059,2025-09-09 01:20:25.433192,660.34,transfer,travel,atm,Jeju,60,2600000,13,0,1,376,0,0
695,C0059,2025-09-09 07:56:25.433192,648.38,online,travel,atm,Incheon,60,2600000,21,0,1,376,1,0
696,C0059,2025-09-09 23:03:25.433192,314.93,online,electronics,desktop,Ulsan,60,2600000,18,0,1,376,0,0
697,C0059,2025-09-10 04:58:25.433192,523.69,online,fashion,desktop,Gwangju,60,2600000,27,0,1,376,0,0
698,C0059,2025-09-10 19:37:25.433192,148.28,atm,fashion,atm,Ulsan,60,2600000,21,0,1,376,0,0
699,C0059,2025-09-11 12:19:25.433192,844.9,transfer,groceries,unknown,Busan,60,2600000,15,0,1,376,0,0
700,C0059,2025-09-11 17:04:25.433192,347.96,online,electronics,mobile,Busan,60,2600000,0,0,1,376,0,0
701,C0060,2025-10-18 18:37:25.433301,265.55,online,electronics,unknown,Jeju,22,5380000,21,0,1,2205,0,0
702,C0060,2025-10-19 13:17:25.433301,933.75,transfer,entertainment,mobile,Seoul,22,5380000,28,0,1,2205,0,0
703,C0060,2025-10-20 00:11:25.433301,229.64,atm,travel,unknown,Seoul,22,5380000,17,0,1,2205,0,0
704,C0060,2025-10-20 05:57:25.433301,130.74,atm,travel,desktop,Daejeon,22,5380000,15,0,1,2205,0,0
705,C0060,2025-10-20 22:51:25.433301,116.13,atm,travel,desktop,Seoul,22,5380000,15,0,1,2205,0,0
706,C0060,2025-10-21 22:06:25.433301,655.11,transfer,fashion,atm,Seoul,22,5380000,1,0,1,2205,1,0
707,C0060,2025-10-22 18:11:25.433301,144.84,online,others,atm,Ulsan,22,5380000,11,0,1,2205,0,0
